Cohort	AnimalID	Genotype	Geno	Sex	Diet	0	15	30	60	90	120	Dose	Weight	Weeks
4	4D9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		54
4	4D10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		54
2	3B5	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	10.4	15.8	10.9	7.9	7.8	8.9	1	55.4	39
2	4B7	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	7.6	23	9.9	10.4	10	10.3	1	55.8	39
3	8B12	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	7.7	17.7	21.7	24.3	16.7	15.8	1	68.8	39
3	3C8	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	9.3	19.7	19.4	12.4	11	11.6	1	61.3	39
3	4C9-	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	10.4	20.2	20.6	14.9	12.1	12.7	1	59.1	39
3	6C5	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	9.8	20.7	17.8	17.5	11	11.8	1	59.6	39
4	5D9	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	11.3	29.6	28.9	19.1	12.9	13.8	1	67.6	39
4	8C8	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	12.2	27.9	24.4	19.9	13.9	13.2	1	67.5	39
12	21B8(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	7.8	19.7	15.6	10.8	10.4	9.6	1	61.1	39
12	20(a)B7(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	9.3	27.6	25.2	17	13.6	11.9	1	60	39
1	2A6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		39
1	2A9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	11.2	21.6	20.2	13.4	10.9	9.8	1	59.8	39
1	6A6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	13.1	22.1	19.4	17.3	14.1	12.3	1	60.1	39
2	2B10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	7.2	17.4	13.3	8.3	8.9	7.8	1	68.9	39
2	2B9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	11.7	24.1	27.5	24.2	23.3	20.8	1	56.1	39
2	3B6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	7.8	18.4	13.8	6.9	8.9	9.3	1	59.2	39
2	4B3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	6.8	17.2	12.8	7.1	8.7	8.6	1	54.5	39
2	4B4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	9.2	25.8	21.4	11.9	10	10.4	1	54.9	39
3	1C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	13.1	30.2	31.1	26.1	19.2	16.6	1	52.5	39
3	1C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	13.1	31.3	28.3	24.4	17.1	18.1	1	54.8	39
3	1C8	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	11.5	20	26.7	18.4	15	15.4	1	63.2	39
3	2C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	8.9	17.2	18.3	14.8	10.9	10	1	60.8	39
3	2C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	12.5	22.9	18.2	15.4	12.1	13.3	1	62.2	39
3	3C4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	9.6	14.6	12.2	11.4	12.9	12.3	1	63.2	39
3	3C5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	11.8	23.9	23.9	19.8	19.1	19.9	1	73	39
3	4C11	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	12.4	21.7	26.1	20.9	17.4	14.9	1	58	39
3	5C5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		39
3	5C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	9.2	19	13.7	11.1	10.3	11.8	1	39.2	39
3	5C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		39
3	5C9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	9.4	20	15.2	12.8	12.6	11.9	1	62.1	39
4	1D10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	9.8	24.1	25.8	19.7	13.5	11.1	1	54.4	39
4	1D12	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	8.9	19.9	20	11.4	10.7	9.5	1	63.4	39
4	2D7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	8.8	20.3	18.4	13.3	13.6	8.5	1	65.9	39
4	3D5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	6.9	17.3	14.4	9.9	7.3	7.7	1	56.6	39
4	4D9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	7.3	19.8	13.4	11.9	10.8	8.7	1	69.6	39
4	4D10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	9.1	16.1	13.8	12.3	10.1	9.6	1	66.2	39
2	3B5	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	10.4	18.1	23.6	16.7	14.3	12.3	1	48.3	25
2	4B7	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	14.7	33	32.4	27.7	21.6	20.4	1	50	25
3	8B12	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	10.3	27.7	31.9	31.6	24.6	22.9	1		25
3	3C8	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	10.5	25.8	24.2	22.7	20.1	16.1	1		25
3	4C9-	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							1		25
3	6C5	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							1		25
4	5D9	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	12.6	32.2	20.1	15.8	14	12.6	1	58	25
4	8C8	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	12.1	18.5	16.4	12	9.9	8.9	1	53.3	25
12	21B8(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							1		25
12	20(a)B7(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							1		25
1	2A6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		25
1	2A9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	11.3	27.2	27.9	22.6	15.6	13.4	1	49.6	25
1	6A6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.9	22.1	28.7	31.7	26.2	23.1	1	51.3	25
2	2B10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	11.6	24.5	18.3	15.3	12.5	11.7	1	55.7	25
2	2B9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	13.3	29.5	25.1	27.1	22	17.6	1	51.7	25
2	3B6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.7	26.7	25.7	20	20.1	18.8	1	52	25
2	4B3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	7.4	16.3	14.2	11.1	7.7	7.9	1	50.6	25
2	4B4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.3	25.4	27.7	20.1	18.6	16	1	50.9	25
3	1C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	13.1	26.7	28.5	30	23.9	24.6	1		25
3	1C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	16	27.1	31.9	28.4	22.6	23.8	1		25
3	1C8	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	13.2	24.2	27.1	26.2	23.1	17.9	1		25
3	2C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10	19.4	18.8	13.9	11.2	10.4	1		25
3	2C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.2	22.1	19.3	14	9.7	8.8	1		25
3	3C4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.2	20.5	17.2	13.2	11.2	7.8	1		25
3	3C5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	16	24.9	29.1	25.1	20.8	18.3	1		25
3	4C11	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	14.6	22.6	19.2	15	10.8	10.1	1		25
3	5C5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		25
3	5C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	7.6	21.4	21	17.9	11.4	11.1	1		25
3	5C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							1		25
3	5C9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	7.9	16.7	15.8	12.4	11.8	11.2	1		25
4	1D10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	11.2	21	22.5	16.8	15.3	13.8	1	47	25
4	1D12	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.6	24.1	23.4	19.4	17.7	14.1	1	53.2	25
4	2D7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	12.1	23.3	22.5	18.3	16.3	14.2	1	54.9	25
4	3D5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	15.2	22.4	26.3	19.8	19.2	18.7	1	48.7	25
4	4D9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.5	21.1	21.8	18.3	16.9	14.2	1	56.4	25
4	4D10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	12.9	22.7	28.9	29.9	26.1	23.2	1	57.1	25
2	3B5	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	10.1	25.1	30.4	31.6	23.1	22.1	2	47.9	21
2	4B7	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	12.5	33.3	33.3	33.3	32.6	30.9	2	52	21
3	8B12	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							2		21
3	3C8	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							2		21
3	4C9-	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							2		21
3	6C5	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							2		21
4	5D9	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							2		21
4	8C8	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							2		21
12	21B8(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							2		21
12	20(a)B7(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							2		21
1	2A6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	15.8	33.3	33.3	33.3	29	25.8	2	52.9	21
1	2A9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	6.9	28.3	33.3	32.6	33.3	24.2	2	51.9	21
1	6A6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	7.8	24.6	27.7	27	23.9	18.3	2	52.3	21
2	2B10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	11.6	21.6	28.7	28.8	25.2	19.7	2	50	21
2	2B9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10	25.9	33.3	32.4	26.5	20.4	2	56.5	21
2	3B6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	8.1	33.3	33.3	33.3	30.9	25.3	2	50.2	21
2	4B3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	6.8	24.1	22.2	14.9	18.7	11.6	2	50.3	21
2	4B4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.6	33.3	33.3	32.3	29.8	26.2	2	51.2	21
3	1C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
3	1C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
3	1C8	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
3	2C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
3	2C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
3	3C4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
3	3C5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
3	4C11	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
3	5C5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
3	5C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
3	5C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
3	5C9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
4	1D10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
4	1D12	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
4	2D7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
4	3D5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
4	4D9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
4	4D10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD							2		21
2	3B5	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	8.7	18.6	26.7	17.2	12.6	9.6	2	29.4	9
2	4B7	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	11.2	22.2	26.2	19.8	15.9	11.8	2	29.8	9
3	8B12	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	7.8	21.7	20.6	15.2	11.6	8.5	2	27	9
3	3C8	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	8.7	30.5	26.4	21.2	22.2	27.8	2	33.5	9
3	4C9-	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	10.4	30.7	26.8	22.9	17.4	12.6	2	35.8	9
3	6C5	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	8.1	12.7	13.2	11.8	11.7	9.6	2	34.8	9
4	5D9	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	11.8	24.6	26.3	25.1	22.2	15.5	2	39.9	9
4	8C8	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD	11.4	27.5	29.6	26	21.3	19.8	2	37	9
12	21B8(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							2		9
12	20(a)B7(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	HFD							2		9
1	2A6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.1	27.7	23.4	14.4	14.7	13.6	2	25.8	9
1	2A9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	6.5	26.6	25.9	12.6	10.1	8.4	2	26.9	9
1	6A6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	9.4	32.8	31.7	23.4	17.3	13.7	2	30.1	9
2	2B10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	8.4	22.1	19.3	14.1	13	12.1	2	27	9
2	2B9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	9.8	24.6	25.7	26.7	23.3	14.7	2	30.5	9
2	3B6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	7.6	26.4	24.9	21.2	16.7	13	2	18.2	9
2	4B3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	11.7	23.8	26.4	21.8	17.2	17.1	2	21	9
2	4B4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	11.2	24.8	23.7	18.9	18.7	12.3	2		9
3	1C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.4	22.4	30.6	25.9	19.3	14.5	2	32.8	9
3	1C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	9.9	24.3	21.9	15.9	13.7	9.8	2	29.9	9
3	1C8	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	9.1	30.4	27.1	20	14.7	11.1	2	33.8	9
3	2C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	8.8	29.7	25	15.3	10.8	9.3	2	33.8	9
3	2C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	8.7	32.2	29.5	23.8	16.8	13.4	2	33.1	9
3	3C4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.6	33.3	32.1	27.2	10.8	17.3	2	37.6	9
3	3C5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	14.3	33.3	33.3	33.3	17.2	10.8	2	42.6	9
3	4C11	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.1	25.6	24.1	24.9	17.6	11.6	2	29.2	9
3	5C5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.6	23.6	27.9	28.6	24.6	20.9	2	34.2	9
3	5C6	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	8.7	22.4	28.2	21.8	14.7	11.6	2	40	9
3	5C7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.6	28.1	29.3	24.8	21.4	13.9	2	38.9	9
3	5C9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	15.4	32.2	33.3	33.3	33.3	30.9	2	45.4	9
4	1D10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	8.2	32.9	33.3	28.2	21.3	16	2	28.7	9
4	1D12	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.9	29.4	33.3	27.2	21.6	16.4	2	38.8	9
4	2D7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	13.9	24.9	27	22.8	17	15.1	2	39.3	9
4	3D5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	12.3	23.3	30.6	29.3	23.6	19.4	2	40.2	9
4	4D9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	10.8	24.4	27.3	27.8	22.5	16.3	2	36.8	9
4	4D10	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	HFD	11.7	28.1	32.1	28	25.2	21	2	38.8	9
5	2E4	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		4
5	5E3	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		4
7	14A3(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		4
7	14A4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		4
7	"19A1 (1)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		4
7	"19A2 (2)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		4
7	11C4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		4
8	16B2	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.8	17.9	11.9	9.9	9.3	10.7	2	18.3	4
8	16B5	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	6.3	17.3	11.1	9.9	8.6	7.7	2	17.4	4
9	"14B2 (2)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	9.3	12.3	11.7	9.6	8.6	8.1	2	20.3	4
13	20C4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		4
13	20C6(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		4
14	24B4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.2	16.9	10.6	8.4	8.9	8.4	2	17.8	4
14	23B1(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.1	10.6	8.3	7.6	7.5	7.6	2	19.3	4
15	26B1(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	6.8	24.7	13.1	7.9	8.4	8.2	2	15.4	4
15	26B2(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.3	18.3	10.2	10.2	9	9.4	2	16	4
15	26B4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.6	25.8	15.1	11.2	11.6	11.1	2	15	4
15	26B6(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	7.4	17.6	9.6	8.1	8.7	7.3	2	15.7	4
16	31C2(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	11	21.1	11.9	10.1	12.5	10.3	2	13.6	4
16	30C4(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	10.6	16.8	11.7	10.6	9.9	10.5	2	12.4	4
16	32C3(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.1	25.1	21.3	13	15.1	15.6	2	14.6	4
16	32C4(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	9.4	24.4	11.4	12.6	10.1	10.3	2	12.5	4
16	42A2(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	9.9	17.4	12.9	11.5	13.7	9.1	2	14.8	4
5	2E1	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		4
6	"10A5 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		4
6	"12A2 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		4
6	"12A4 (4)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		4
7	17A1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		4
7	17A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		4
7	18A2(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		4
8	16B6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2	18	4
8	16B7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2	16.1	4
8	18B3	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2	13.1	4
9	"19B2 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2	19.7	4
9	"16C1 (1,4)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2	17.2	4
9	"16C3 (3)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2	15.8	4
13	20C1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		4
13	24A4(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2	14.3	4
13	26A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2	17.8	4
13	26A4(4)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2	16.4	4
13	27A4(4)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2	16	4
13	29A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2	16.4	4
14	25B6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.7	17.9	11.2	9.2	9.8	9.2	2	18.8	4
14	25B8(4)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	8.7	18.4	13.1	10.1	10.3	8.8	2	16.5	4
14	23B2(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.3	14.9	11.2	9.4	9.1	8.2	2	16.6	4
14	29B4(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.1	12.6	10.6	7.2	6.9	8.2	2	16.7	4
14	29B6(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	9.1	13.9	12.6	7	7.3	8.6	2	16.4	4
15	26B7(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.7	13.2	8.6	7.8	8.2	7.8	2	14.5	4
15	33A1(1,3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.3	18.6	11.6	8.5	9.1	8.9	2	18	4
15	33A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.4	13.9	10.8	9.3	9.3	9.9	2	18.2	4
16	31C3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	8.7	19.1	12.5	9.6	8.6	8.3	2	13.7	4
16	30C1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	9.4	15.1	13.8	10.9	9.5	10.2	2	14.2	4
16	30C3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	10.7	14.4	11.6	8.2	8.3	8.1	2	13.4	4
16	32C1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	10.2	22.4	15.2	12.7	10.7	13.5	2	14.5	4
16	32C5(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	8.9	16.9	14.5	12.4	13.6	11.2	2	13.1	4
16	47A2(2)(3)(5)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	8.4	19.9	13.3	10.6	9.1	9.8	2	12.3	4
16	42A1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.8	20.7	16.2	9.8	11.3	10.7	2	15	4
16	45A2(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.4	17.4	12.7	11.3	13.7	11.6	2	13.9	4
7	14A7(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		4
7	16A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		4
7	18A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		4
7	18A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		4
